id,chat_id,msg_idx,label,window_text
u04140,chat_00517,11,Cotización generada,"<SYS> Falta origen, cantidad de personas, por favor. <USR> a las 19:00 <SYS> Falta origen, fecha, por favor. <USR> somos 10 personas <SYS> Falta origen, fecha, por favor. <USR> origen 1 norte 4505, Viña del Mar <SYS> Falta fecha, por favor. <USR> el 28/12/2025"
u02578,chat_00322,1,Cotizando,"<SYS> Falta destino, si hay regreso, por favor. <USR> destino San Martín 1617, Concepción <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 15:30 <SYS> Falta si hay regreso, origen, por favor. <USR> a las 18:45 <USR> el 27/05/2025 <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> somos 3 personas"
u00641,chat_00080,0,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor"
u04148,chat_00518,3,Cotización generada,"<SYS> Falta fecha, destino, por favor. <USR> destino Portugal 3545, Santiago <SYS> Falta fecha, hora de regreso, por favor. <USR> regreso a las 21:30 <SYS> Falta si hay regreso, fecha, por favor. <USR> ida y vuelta <USR> el 19/02/2025 <SYS> Falta origen, por favor. <USR> origen Apoquindo 2040, Valparaíso"
u03605,chat_00450,4,Cotización generada,"<SYS> Falta destino, hora de regreso, por favor. <USR> el 03/05/2025 <SYS> Falta origen, destino, por favor. <USR> destino Portugal 2341, Rancagua <SYS> Falta origen, hora de regreso, por favor. <USR> origen Prat 3271, Antofagasta <SYS> Falta hora de regreso, por favor. <USR> regreso a las 09:45"
u02971,chat_00371,10,Cotizando,"<SYS> Falta fecha, origen, por favor. <USR> origen San Martín 4711, Antofagasta <SYS> Falta destino, hora, por favor. <USR> somos 10 personas <SYS> Falta si hay regreso, destino, por favor. <USR> el 10/02/2025 <SYS> Falta si hay regreso, hora, por favor. <USR> a las 12:45"
u00045,chat_00005,12,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor"
u04079,chat_00509,14,Cotización generada,"<SYS> Falta si hay regreso, destino, por favor. <USR> solo ida <SYS> Falta fecha, destino, por favor. <USR> destino Prat 3509, Valparaíso <SYS> Falta fecha, origen, por favor. <USR> origen Vicuña Mackenna 984, Rancagua <USR> somos 12 personas <SYS> Falta fecha, por favor. <USR> el 04/09/2025"
u01485,chat_00185,12,Cotizando,"<USR> consulta, hacen viajes privados? 👍 <SYS> Falta fecha, hora, por favor. <USR> somos 8 personas <SYS> Falta destino, origen, por favor. <USR> destino Providencia 2730, Concepción <SYS> Falta hora de regreso, hora, por favor. <USR> el 26/05/2025"
u02385,chat_00298,0,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta cantidad de personas, fecha, por favor. <USR> regreso a las 17:15 <USR> a las 16:15"
u03039,chat_00379,14,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta fecha, si hay regreso, por favor. <USR> a las 19:00 <USR> el 05/06/2025 <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> solo ida <USR> somos 5 personas <SYS> Falta destino, origen, por favor. <USR> origen Providencia 1842, Rancagua"
u04466,chat_00558,1,Cotización generada,"<SYS> Falta cantidad de personas, destino, por favor. <USR> somos 10 personas <USR> destino Alameda 1822, La Serena <SYS> Falta hora, origen, por favor. <USR> origen Nueva Imperial 1190, Talca <SYS> Falta si hay regreso, hora, por favor. <USR> ida y vuelta <SYS> Falta hora, por favor. <USR> a las 12:00"
u02808,chat_00350,7,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta fecha, hora, por favor. <USR> destino Los Leones 1021, La Serena <SYS> Falta origen, si hay regreso, por favor. <USR> origen Nueva Imperial 4850, Rancagua <USR> somos 8 personas <SYS> Falta fecha, hora de regreso, por favor. <USR> a las 22:15"
u01611,chat_00201,10,Cotizando,"<USR> hola! tienen disponibilidad para la semana? ✅ <SYS> Falta cantidad de personas, destino, por favor. <USR> origen Prat 365, Valparaíso"
u00853,chat_00106,4,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta hora de regreso, fecha, por favor. <USR> origen Alameda 1738, La Serena <SYS> Falta fecha, destino, por favor. <USR> destino San Martín 1282, Viña del Mar <USR> solo ida"
u00791,chat_00098,6,Cotizando,"<SYS> Falta origen, hora de regreso, por favor. <USR> el 11/06/2025 <USR> destino 1 norte 461, Santiago <SYS> Falta hora de regreso, origen, por favor. <USR> origen Providencia 3590, Concepción <SYS> Falta si hay regreso, hora, por favor. <USR> ida y vuelta <SYS> Falta hora, hora de regreso, por favor. <USR> somos 12 personas"
u04419,chat_00552,2,Cotización generada,"<SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> somos 6 personas <SYS> Falta fecha, si hay regreso, por favor. <USR> ida y vuelta <SYS> Falta origen, fecha, por favor. <USR> el 11/10/2025 <USR> regreso a las 22:45 <SYS> Falta origen, por favor. <USR> origen Vicuña Mackenna 1360, Talca"
u03234,chat_00404,1,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> a las 16:45 <USR> somos 5 personas <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> regreso a las 19:30"
u04487,chat_00560,6,Cotización generada,"<SYS> Falta destino, hora de regreso, por favor. <USR> regreso a las 12:30 <SYS> Falta origen, destino, por favor. <USR> destino San Martín 3883, La Serena <SYS> Falta cantidad de personas, origen, por favor. <USR> origen Los Leones 3820, Rancagua <SYS> Falta cantidad de personas, por favor. <USR> somos 8 personas"
u00343,chat_00042,6,Potencial cliente,"<USR> consulta, hacen viajes privados? 😁"
u04568,chat_00570,7,Cotización generada,"<SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> regreso a las 15:45 <SYS> Falta cantidad de personas, hora, por favor. <USR> ida y vuelta <SYS> Falta hora, destino, por favor. <USR> somos 4 personas <USR> destino Providencia 1711, Concepción <SYS> Falta hora, por favor. <USR> a las 13:45"
u02943,chat_00367,14,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta origen, destino, por favor. <USR> a las 19:15 <USR> origen Alameda 3033, Concepción <SYS> Falta fecha, hora de regreso, por favor. <USR> el 01/02/2025 <USR> solo ida <SYS> Falta destino, cantidad de personas, por favor. <USR> destino Apoquindo 3766, Viña del Mar <USR> somos 3 personas"
u01729,chat_00216,0,Cotizando,"<USR> hola! tienen disponibilidad para la semana? 🚌 <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> a las 22:45 <SYS> Falta fecha, destino, por favor. <USR> somos 3 personas <SYS> Falta si hay regreso, origen, por favor. <USR> el 31/07/2025"
u00667,chat_00083,10,Potencial cliente,<USR> hola! tienen disponibilidad para la semana?
u01333,chat_00166,4,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> a las 12:15 <SYS> Falta cantidad de personas, destino, por favor. <USR> destino Providencia 3815, Rancagua <USR> el 14/02/2025 <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> solo ida"
u04156,chat_00519,11,Cotización generada,"<SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> el 14/07/2025 <SYS> Falta destino, hora, por favor. <USR> destino 1 norte 1878, Antofagasta <USR> origen Los Leones 2097, Concepción <SYS> Falta hora de regreso, si hay regreso, por favor. <USR> a las 14:45 <USR> ida y vuelta <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 16:00 <USR> somos 12 personas"
u02397,chat_00299,12,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta hora de regreso, fecha, por favor. <USR> somos 12 personas <USR> origen Portugal 1647, Valparaíso"
u04113,chat_00514,0,Cotización generada,"<SYS> Falta destino, hora de regreso, por favor. <USR> destino Vicuña Mackenna 3009, Rancagua <USR> a las 18:30 <SYS> Falta origen, cantidad de personas, por favor. <USR> ida y vuelta <USR> somos 5 personas <SYS> Falta origen, hora de regreso, por favor. <USR> origen Providencia 2747, Talca <SYS> Falta hora de regreso, por favor. <USR> regreso a las 15:45"
u03790,chat_00473,13,Cotización generada,"<SYS> Falta cantidad de personas, origen, por favor. <USR> somos 3 personas <SYS> Falta hora de regreso, origen, por favor. <USR> regreso a las 10:45 <SYS> Falta origen, hora, por favor. <USR> origen Pedro de Valdivia 2194, Santiago <SYS> Falta hora, por favor. <USR> a las 15:15"
u01938,chat_00242,1,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta hora de regreso, hora, por favor. <USR> ida y vuelta <SYS> Falta hora, destino, por favor. <USR> a las 12:30 <USR> somos 5 personas <SYS> Falta hora de regreso, fecha, por favor. <USR> el 24/06/2025"
u00577,chat_00072,0,Potencial cliente,<USR> hola! tienen disponibilidad para la semana?
u01689,chat_00211,8,Cotizando,"<USR> necesito una cotizacion 🚌 <SYS> Falta hora, cantidad de personas, por favor. <USR> el 13/01/2025 <USR> a las 17:15 <SYS> Falta origen, hora de regreso, por favor. <USR> regreso a las 21:30 <USR> somos 5 personas <SYS> Falta destino, si hay regreso, por favor. <USR> origen 1 norte 3764, Puerto Montt"
u01720,chat_00214,7,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta origen, cantidad de personas, por favor. <USR> ida y vuelta <USR> origen Los Leones 2576, Santiago <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> somos 4 personas"
u01888,chat_00235,15,Cotizando,"<SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> destino Portugal 4980, Antofagasta <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> el 28/09/2025 <SYS> Falta si hay regreso, hora, por favor. <USR> ida y vuelta <USR> a las 11:30 <SYS> Falta origen, hora de regreso, por favor. <USR> origen Los Leones 3628, Puerto Montt <USR> somos 2 personas"
u04749,chat_00593,12,Cotización generada,"<SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> destino San Martín 3311, Viña del Mar <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> el 23/01/2025 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 18:00 <SYS> Falta cantidad de personas, por favor. <USR> somos 12 personas"
u02448,chat_00305,15,Cotizando,"<SYS> Falta si hay regreso, hora, por favor. <USR> regreso a las 14:45 <SYS> Falta destino, origen, por favor. <USR> somos 8 personas <SYS> Falta si hay regreso, fecha, por favor. <USR> el 05/01/2025 <SYS> Falta hora, destino, por favor. <USR> ida y vuelta"
u02226,chat_00278,1,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta fecha, si hay regreso, por favor. <USR> el 21/10/2025 <USR> ida y vuelta <SYS> Falta origen, hora, por favor. <USR> a las 16:15"
u00350,chat_00043,13,Potencial cliente,"<USR> consulta, hacen viajes privados?"
u01812,chat_00226,3,Cotizando,"<SYS> Falta fecha, cantidad de personas, por favor. <USR> regreso a las 11:30 <SYS> Falta origen, cantidad de personas, por favor. <USR> somos 3 personas <SYS> Falta fecha, si hay regreso, por favor. <USR> el 25/09/2025 <SYS> Falta si hay regreso, hora, por favor. <USR> origen 1 norte 184, Antofagasta <USR> a las 15:00"
u00900,chat_00112,3,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta hora, cantidad de personas, por favor. <USR> destino Apoquindo 710, Valparaíso <SYS> Falta origen, hora, por favor. <USR> origen Vicuña Mackenna 1892, Santiago <SYS> Falta fecha, si hay regreso, por favor. <USR> ida y vuelta <USR> a las 20:30"
u04209,chat_00526,0,Cotización generada,"<SYS> Falta destino, si hay regreso, por favor. <USR> destino Portugal 2468, Viña del Mar <USR> el 12/07/2025 <SYS> Falta hora, origen, por favor. <USR> regreso a las 07:15 <USR> origen Prat 1559, Viña del Mar <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> somos 10 personas <SYS> Falta si hay regreso, hora, por favor. <USR> a las 12:00 <USR> ida y vuelta"
u04739,chat_00592,2,Cotización generada,"<SYS> Falta fecha, hora de regreso, por favor. <USR> regreso a las 13:30 <SYS> Falta origen, hora, por favor. <USR> destino Nueva Imperial 1731, Santiago <SYS> Falta origen, hora, por favor. <USR> el 08/02/2025 <SYS> Falta origen, hora, por favor. <USR> a las 17:45 <USR> origen Nueva Imperial 898, Temuco"
u02763,chat_00345,10,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> destino Prat 2171, Talca"
u04473,chat_00559,8,Cotización generada,"<SYS> Falta si hay regreso, origen, por favor. <USR> origen Los Leones 1945, Concepción <SYS> Falta fecha, hora, por favor. <USR> el 05/03/2025 <SYS> Falta si hay regreso, hora, por favor. <USR> solo ida <SYS> Falta hora, por favor. <USR> a las 08:45"
u00793,chat_00099,8,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta cantidad de personas, destino, por favor. <USR> el 05/08/2025 <SYS> Falta destino, hora, por favor. <USR> ida y vuelta <USR> origen Los Leones 4683, La Serena"
u02046,chat_00255,13,Cotizando,"<USR> hola! tienen disponibilidad para la semana? ✅ <SYS> Falta destino, fecha, por favor. <USR> a las 10:00"
u02472,chat_00308,7,Cotizando,"<USR> consulta, hacen viajes privados? <SYS> Falta origen, hora de regreso, por favor. <USR> el 07/05/2025 <SYS> Falta origen, si hay regreso, por favor. <USR> origen Apoquindo 3099, Puerto Montt"
u00345,chat_00043,8,Potencial cliente,<USR> necesito una cotizacion 😁
u04637,chat_00579,12,Cotización generada,"<SYS> Falta fecha, si hay regreso, por favor. <USR> a las 10:45 <SYS> Falta hora de regreso, fecha, por favor. <USR> ida y vuelta <SYS> Falta hora de regreso, fecha, por favor. <USR> regreso a las 09:15 <SYS> Falta fecha, por favor. <USR> el 13/11/2025"
u04510,chat_00563,13,Cotización generada,"<SYS> Falta hora, si hay regreso, por favor. <USR> regreso a las 12:15 <SYS> Falta fecha, hora, por favor. <USR> solo ida <SYS> Falta hora, fecha, por favor. <USR> somos 2 personas <SYS> Falta fecha, hora, por favor. <USR> a las 16:45 <USR> el 18/03/2025"
u00437,chat_00054,4,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor 🚐"
u01780,chat_00222,3,Cotizando,"<SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> destino Apoquindo 4326, Puerto Montt <SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> ida y vuelta <SYS> Falta fecha, cantidad de personas, por favor. <USR> somos 12 personas <SYS> Falta hora, fecha, por favor. <USR> el 18/01/2025"
u00448,chat_00055,15,Potencial cliente,"<USR> consulta, hacen viajes privados? ✌️"
u03920,chat_00489,15,Cotización generada,"<SYS> Falta hora de regreso, destino, por favor. <USR> el 06/03/2025 <SYS> Falta hora, hora de regreso, por favor. <USR> destino Nueva Imperial 4197, Talca <USR> a las 22:45 <SYS> Falta origen, hora de regreso, por favor. <USR> origen Alameda 3213, Viña del Mar <SYS> Falta hora de regreso, por favor. <USR> regreso a las 18:15"
u01056,chat_00131,15,Cotizando,"<USR> necesito una cotizacion 🙌 <SYS> Falta hora, si hay regreso, por favor. <USR> somos 10 personas <SYS> Falta fecha, destino, por favor. <USR> el 09/09/2025 <USR> solo ida <SYS> Falta destino, hora de regreso, por favor. <USR> destino Portugal 2210, Viña del Mar <USR> regreso a las 08:00"
u03803,chat_00475,10,Cotización generada,"<SYS> Falta destino, si hay regreso, por favor. <USR> solo ida <SYS> Falta hora, destino, por favor. <USR> destino Apoquindo 1117, Valparaíso <USR> a las 22:15 <SYS> Falta origen, cantidad de personas, por favor. <USR> somos 2 personas <SYS> Falta origen, por favor. <USR> origen Pedro de Valdivia 2450, La Serena"
u04921,chat_00615,8,Cotización generada,"<SYS> Falta si hay regreso, hora de regreso, por favor. <USR> solo ida <SYS> Falta origen, destino, por favor. <USR> destino Alameda 3641, Santiago <USR> regreso a las 09:15 <SYS> Falta origen, cantidad de personas, por favor. <USR> origen Portugal 1308, Viña del Mar <SYS> Falta cantidad de personas, por favor. <USR> somos 4 personas"
u01701,chat_00212,4,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta cantidad de personas, hora, por favor. <USR> origen San Martín 276, Concepción"
u03594,chat_00449,9,Cotización generada,"<SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 12:45 <USR> somos 6 personas <SYS> Falta hora, fecha, por favor. <USR> solo ida <USR> el 02/09/2025 <SYS> Falta hora, destino, por favor. <USR> destino Alameda 3061, Rancagua <SYS> Falta hora, por favor. <USR> a las 15:15"
u02687,chat_00335,14,Cotizando,"<USR> hola, quisiera info de traslados? 👍 <SYS> Falta hora, destino, por favor. <USR> origen Los Leones 4394, Santiago"
u00441,chat_00055,8,Potencial cliente,"<USR> buenos dias, necesito hablar con un asesor"
u00920,chat_00114,7,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta si hay regreso, hora, por favor. <USR> solo ida"
u04142,chat_00517,13,Cotización generada,"<SYS> Falta cantidad de personas, fecha, por favor. <USR> el 19/03/2025 <USR> destino Los Leones 2751, Viña del Mar <SYS> Falta hora de regreso, origen, por favor. <USR> origen San Martín 2746, Rancagua <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> somos 3 personas <SYS> Falta hora de regreso, por favor. <USR> regreso a las 21:30"
u01810,chat_00226,1,Cotizando,"<USR> necesito una cotizacion 🙂 <SYS> Falta fecha, origen, por favor. <USR> destino San Martín 4455, Rancagua <SYS> Falta fecha, cantidad de personas, por favor. <USR> regreso a las 11:30 <SYS> Falta origen, cantidad de personas, por favor. <USR> somos 3 personas"
u00489,chat_00061,8,Potencial cliente,<USR> hola! tienen disponibilidad para la semana?
u04157,chat_00519,12,Cotización generada,"<SYS> Falta fecha, si hay regreso, por favor. <USR> ida y vuelta <SYS> Falta hora de regreso, fecha, por favor. <USR> origen Los Leones 3326, Temuco <SYS> Falta hora de regreso, hora, por favor. <USR> el 16/08/2025 <USR> a las 15:30 <SYS> Falta hora de regreso, por favor. <USR> regreso a las 21:45"
u04646,chat_00580,5,Cotización generada,"<SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> solo ida <USR> origen Portugal 4959, Talca <SYS> Falta hora de regreso, hora, por favor. <USR> a las 21:30 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 11:00 <USR> destino Nueva Imperial 3199, Santiago <SYS> Falta cantidad de personas, por favor. <USR> somos 3 personas"
u03154,chat_00394,1,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta fecha, hora de regreso, por favor. <USR> origen Los Leones 2409, Concepción <USR> regreso a las 15:00 <SYS> Falta destino, cantidad de personas, por favor. <USR> solo ida"
u03409,chat_00426,0,Cotización generada,"<SYS> Falta origen, hora de regreso, por favor. <USR> el 12/05/2025 <SYS> Falta origen, destino, por favor. <USR> origen Vicuña Mackenna 1080, Viña del Mar <USR> destino Providencia 731, Concepción <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> regreso a las 07:00 <SYS> Falta si hay regreso, por favor. <USR> solo ida"
u04690,chat_00586,1,Cotización generada,"<SYS> Falta origen, hora, por favor. <USR> regreso a las 16:30 <USR> el 14/11/2025 <SYS> Falta hora, origen, por favor. <USR> destino Vicuña Mackenna 1124, Temuco <SYS> Falta origen, hora, por favor. <USR> a las 11:30 <SYS> Falta origen, por favor. <USR> origen Nueva Imperial 4241, Concepción"
u03407,chat_00425,14,Cotización generada,"<SYS> Falta si hay regreso, cantidad de personas, por favor. <USR> somos 10 personas <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> regreso a las 11:30 <SYS> Falta fecha, si hay regreso, por favor. <USR> el 23/05/2025 <SYS> Falta si hay regreso, por favor. <USR> ida y vuelta"
u01885,chat_00235,12,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> destino Portugal 4980, Antofagasta"
u01476,chat_00184,3,Cotizando,"<USR> buenos dias, necesito hablar con un asesor 🙌 <SYS> Falta hora de regreso, origen, por favor. <USR> destino Portugal 1043, Talca"
u02422,chat_00302,5,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta cantidad de personas, origen, por favor. <USR> ida y vuelta"
u04679,chat_00584,6,Cotización generada,"<SYS> Falta hora, hora de regreso, por favor. <USR> origen Vicuña Mackenna 1351, Talca <SYS> Falta hora de regreso, hora, por favor. <USR> regreso a las 21:45 <SYS> Falta destino, hora, por favor. <USR> a las 20:45 <SYS> Falta destino, por favor. <USR> destino Providencia 459, Temuco"
u00857,chat_00107,8,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta origen, si hay regreso, por favor. <USR> solo ida"
u02497,chat_00312,0,Cotizando,"<USR> necesito una cotizacion ✌️ <SYS> Falta hora de regreso, hora, por favor. <USR> destino San Martín 3922, Santiago <SYS> Falta hora de regreso, hora, por favor. <USR> el 10/01/2025 <USR> origen Prat 677, Antofagasta <SYS> Falta hora de regreso, hora, por favor. <USR> a las 22:15"
u01900,chat_00237,11,Cotizando,"<USR> consulta, hacen viajes privados? 🙏 <SYS> Falta destino, hora, por favor. <USR> origen Alameda 3022, La Serena <USR> solo ida"
u01029,chat_00128,4,Cotizando,"<USR> buenos dias, necesito hablar con un asesor 🙌 <SYS> Falta cantidad de personas, si hay regreso, por favor. <USR> a las 10:30 <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 16:15"
u03315,chat_00414,2,Cotización generada,"<SYS> Falta hora, si hay regreso, por favor. <USR> el 02/05/2025 <SYS> Falta destino, si hay regreso, por favor. <USR> a las 19:15 <USR> ida y vuelta <SYS> Falta destino, hora de regreso, por favor. <USR> destino Portugal 2044, Viña del Mar <SYS> Falta hora de regreso, por favor. <USR> regreso a las 12:45"
u01010,chat_00126,1,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta origen, hora de regreso, por favor. <USR> origen Los Leones 1653, Valparaíso <SYS> Falta hora, destino, por favor. <USR> solo ida"
u04304,chat_00537,15,Cotización generada,"<SYS> Falta hora, cantidad de personas, por favor. <USR> ida y vuelta <USR> a las 18:00 <SYS> Falta cantidad de personas, fecha, por favor. <USR> origen San Martín 4547, La Serena <SYS> Falta fecha, destino, por favor. <USR> somos 8 personas <USR> el 04/12/2025 <SYS> Falta destino, por favor. <USR> destino Prat 2851, Temuco"
u01836,chat_00229,11,Cotizando,"<USR> hola, quisiera info de traslados? 📅 <SYS> Falta cantidad de personas, destino, por favor. <USR> a las 07:00 <SYS> Falta destino, cantidad de personas, por favor. <USR> origen Vicuña Mackenna 4127, Temuco <SYS> Falta si hay regreso, fecha, por favor. <USR> destino Prat 1152, Valparaíso"
u00929,chat_00116,0,Cotizando,"<USR> buenos dias, necesito hablar con un asesor <SYS> Falta hora de regreso, hora, por favor. <USR> solo ida <SYS> Falta origen, cantidad de personas, por favor. <USR> a las 13:45"
u03261,chat_00407,12,Cotización generada,"<SYS> Falta fecha, destino, por favor. <USR> origen Portugal 3606, Santiago <USR> el 15/03/2025 <SYS> Falta hora de regreso, hora, por favor. <USR> destino Apoquindo 4559, Viña del Mar <SYS> Falta hora, hora de regreso, por favor. <USR> regreso a las 18:00 <SYS> Falta hora, por favor. <USR> a las 19:15"
u00178,chat_00022,1,Potencial cliente,"<USR> consulta, hacen viajes privados?"
u04627,chat_00578,2,Cotización generada,"<SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> somos 8 personas <SYS> Falta origen, destino, por favor. <USR> origen San Martín 3015, Rancagua <SYS> Falta destino, hora de regreso, por favor. <USR> regreso a las 07:30 <SYS> Falta si hay regreso, destino, por favor. <USR> destino San Martín 1721, Viña del Mar <USR> solo ida"
u03963,chat_00495,10,Cotización generada,"<SYS> Falta origen, destino, por favor. <USR> somos 5 personas <SYS> Falta fecha, destino, por favor. <USR> destino Providencia 4298, Antofagasta <SYS> Falta origen, hora de regreso, por favor. <USR> regreso a las 19:00 <USR> el 20/06/2025 <SYS> Falta origen, por favor. <USR> origen Prat 590, Puerto Montt"
u02620,chat_00327,11,Cotizando,"<SYS> Falta si hay regreso, origen, por favor. <USR> solo ida <SYS> Falta hora de regreso, origen, por favor. <USR> origen Pedro de Valdivia 4319, Viña del Mar <SYS> Falta cantidad de personas, hora de regreso, por favor. <USR> regreso a las 18:45 <SYS> Falta fecha, cantidad de personas, por favor. <USR> somos 8 personas"
u00593,chat_00074,0,Potencial cliente,"<USR> hola, quisiera info de traslados?"
u04334,chat_00541,13,Cotización generada,"<SYS> Falta destino, origen, por favor. <USR> a las 20:30 <SYS> Falta cantidad de personas, destino, por favor. <USR> origen Vicuña Mackenna 4618, Antofagasta <SYS> Falta destino, cantidad de personas, por favor. <USR> somos 4 personas <SYS> Falta destino, por favor. <USR> destino Providencia 158, La Serena"
u03471,chat_00433,14,Cotización generada,"<SYS> Falta cantidad de personas, origen, por favor. <USR> origen Los Leones 4094, Santiago <SYS> Falta destino, hora de regreso, por favor. <USR> regreso a las 20:45 <SYS> Falta cantidad de personas, destino, por favor. <USR> destino Portugal 1277, Talca <USR> somos 8 personas <SYS> Falta fecha, por favor. <USR> el 18/01/2025"
u02761,chat_00345,8,Cotizando,"<USR> hola! tienen disponibilidad para la semana? <SYS> Falta hora de regreso, hora, por favor. <USR> origen Vicuña Mackenna 2787, Temuco <SYS> Falta hora, cantidad de personas, por favor. <USR> el 10/03/2025 <SYS> Falta destino, hora de regreso, por favor. <USR> regreso a las 14:30 <USR> destino 1 norte 2389, Valparaíso"
u03588,chat_00448,3,Cotización generada,"<SYS> Falta hora de regreso, fecha, por favor. <USR> a las 16:00 <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> ida y vuelta <SYS> Falta fecha, cantidad de personas, por favor. <USR> regreso a las 20:00 <SYS> Falta cantidad de personas, fecha, por favor. <USR> somos 2 personas <USR> el 08/12/2025"
u04677,chat_00584,4,Cotización generada,"<SYS> Falta origen, destino, por favor. <USR> a las 14:15 <SYS> Falta origen, si hay regreso, por favor. <USR> el 26/02/2025 <SYS> Falta si hay regreso, origen, por favor. <USR> solo ida <USR> origen San Martín 804, Antofagasta <SYS> Falta destino, por favor. <USR> destino 1 norte 2189, Talca"
u04911,chat_00613,14,Cotización generada,"<SYS> Falta origen, hora de regreso, por favor. <USR> destino Vicuña Mackenna 3567, Viña del Mar <USR> origen 1 norte 904, Talca <SYS> Falta hora, hora de regreso, por favor. <USR> a las 22:00 <SYS> Falta fecha, hora de regreso, por favor. <USR> regreso a las 16:45 <SYS> Falta fecha, por favor. <USR> el 17/01/2025"
u01544,chat_00192,7,Cotizando,"<USR> necesito una cotizacion ✌️ <SYS> Falta origen, fecha, por favor. <USR> el 05/06/2025"
u04793,chat_00599,8,Cotización generada,"<SYS> Falta hora, destino, por favor. <USR> origen Los Leones 2679, La Serena <SYS> Falta hora de regreso, hora, por favor. <USR> a las 13:45 <USR> destino 1 norte 2061, Temuco <SYS> Falta hora de regreso, cantidad de personas, por favor. <USR> somos 3 personas <SYS> Falta si hay regreso, hora de regreso, por favor. <USR> regreso a las 10:00 <USR> solo ida"
u01197,chat_00149,12,Cotizando,"<USR> buenos dias, necesito hablar con un asesor 😁 <SYS> Falta si hay regreso, fecha, por favor. <USR> a las 18:45"
u04516,chat_00564,3,Cotización generada,"<SYS> Falta origen, hora de regreso, por favor. <USR> ida y vuelta <USR> origen Apoquindo 4505, Antofagasta <SYS> Falta hora de regreso, destino, por favor. <USR> destino Nueva Imperial 526, Talca <SYS> Falta fecha, hora de regreso, por favor. <USR> el 10/01/2025 <SYS> Falta hora, hora de regreso, por favor. <USR> regreso a las 16:30 <USR> a las 17:45"
u02956,chat_00369,11,Cotizando,"<USR> hola, quisiera info de traslados? <SYS> Falta fecha, si hay regreso, por favor. <USR> origen Nueva Imperial 1285, Antofagasta <SYS> Falta si hay regreso, hora, por favor. <USR> solo ida <USR> destino Alameda 3160, La Serena"
